Gender,Name,Age,Hometown,Exited,Season,Status,Entered,City_Pop,Largest_City_Pop,City_Size,Num_Couples,First_Name,Unique_Identifier
F,Ada Smialkowska,24,Pabianice,27,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,0,Ada,AdaLove Island Poland (Season 6)
M,Jakub Swider,25,England,27,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,0,Jakub S,Jakub SLove Island Poland (Season 6)
F,Klaudia Bogumil,32,GdaÅ„sk,27,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,0,Klaudia,KlaudiaLove Island Poland (Season 6)
F,Natalia Wydrzynska,24,Warsaw,27,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,0,Natalia W,Natalia WLove Island Poland (Season 6)
M,Patryk Piechocki,23,Bydgoszcz,27,Love Island Poland (Season 6),Dumped,23,"362,286","1,765,000",0.2052611898,0,Patryk P,Patryk PLove Island Poland (Season 6)
F,Weronika Bolchajmer,33,Warsaw,13,Love Island Poland (Season 6),Dumped,2,,"1,765,000",0,2,Weronika B,Weronika BLove Island Poland (Season 6)
M,Konrad Przenioslo,28,Toronto,10,Love Island Poland (Season 6),Dumped,5,"2,615,060","1,765,000",1.481620397,1,Konrad,KonradLove Island Poland (Season 6)
M,Pawel Hys,25,Bydgoszcz,10,Love Island Poland (Season 6),Dumped,1,"362,286","1,765,000",0.2052611898,2,Pawel H,Pawel HLove Island Poland (Season 6)
F,Inez Sadkowska,28,Bialystok,8,Love Island Poland (Season 6),Dumped,1,"294,675","1,765,000",0.1669546742,1,Inez,InezLove Island Poland (Season 6)
F,Karolina Radziszewska,32,London,6,Love Island Poland (Season 6),Dumped,1,"366,150","1,765,000",0.2074504249,2,Karolina,KarolinaLove Island Poland (Season 6)
M,Mateusz Gorski,29,PoznaÅ„,6,Love Island Poland (Season 6),Dumped,1,,"1,765,000",0,2,Mateusz,MateuszLove Island Poland (Season 6)
F,Sofia Jenks,24,Karlstad,50,Love Island Sweden (Season 2),Winner,35,,"975,551",0,1,Sofia,SofiaLove Island Sweden (Season 2)
M,Simon Dannert,24,SmÃ¥land,50,Love Island Sweden (Season 2),Winner,31,,"975,551",0,2,Simon D,Simon DLove Island Sweden (Season 2)
M,Jimmy Wallin,25,Halmstad,50,Love Island Sweden (Season 2),Runner-Up,3,,"975,551",0,1,Jimmy,JimmyLove Island Sweden (Season 2)
F,Lisa Crafoord,25,Gothenburg,50,Love Island Sweden (Season 2),Runner-Up,1,,"975,551",0,2,Lisa,LisaLove Island Sweden (Season 2)
F,Anna Birgersson,22,MalmÃ¶,50,Love Island Sweden (Season 2),Third Place,1,"278,523","975,551",0.2855027569,1,Anna,AnnaLove Island Sweden (Season 2)
M,Anton Bengtsson,26,Stockholm,50,Love Island Sweden (Season 2),Third Place,1,"789,024","975,551",0.8087983099,2,Anton,AntonLove Island Sweden (Season 2)
M,Elias Carlsson,22,BorÃ¥s,50,Love Island Sweden (Season 2),Fourth Place,1,,"975,551",0,4,Elias,EliasLove Island Sweden (Season 2)
F,Thérèse StrÃ¶m,26,MalmÃ¶,50,Love Island Sweden (Season 2),Fourth Place,1,"278,523","975,551",0.2855027569,5,Thérèse,ThérèseLove Island Sweden (Season 2)
F,Evelina Johnsson,20,Stockholm,49,Love Island Sweden (Season 2),Dumped,14,"789,024","975,551",0.8087983099,4,Evelina,EvelinaLove Island Sweden (Season 2)
M,Patrik Carlvik,25,Ã…kersberga,49,Love Island Sweden (Season 2),Dumped,1,,"975,551",0,3,Patrik,PatrikLove Island Sweden (Season 2)
M,Edem Hetcheli,24,HÃ¤ssleholm,48,Love Island Sweden (Season 2),Dumped,27,,"975,551",0,3,Edem,EdemLove Island Sweden (Season 2)
F,Jonna Jonsson,23,Kristianstad,48,Love Island Sweden (Season 2),Dumped,37,,"975,551",0,2,Jonna,JonnaLove Island Sweden (Season 2)
F,Andrea Contreras,20,Sundsvall,44,Love Island Sweden (Season 2),Dumped,21,,"975,551",0,3,Andrea,AndreaLove Island Sweden (Season 2)
M,JonFelix Rosenberg,27,Stockholm,44,Love Island Sweden (Season 2),Dumped,35,"789,024","975,551",0.8087983099,1,JonFelix,JonFelixLove Island Sweden (Season 2)
M,Joakim Ekelund,30,Eskilstuna,43,Love Island Sweden (Season 2),Dumped,40,,"975,551",0,0,Joakim,JoakimLove Island Sweden (Season 2)
F,Zabrina Pettersson,23,Stockholm,39,Love Island Sweden (Season 2),Walked,1,"789,024","975,551",0.8087983099,2,Zabrina,ZabrinaLove Island Sweden (Season 2)
F,Ebba BjÃ¶rkenholt,22,Ã…kersberga,35,Love Island Sweden (Season 2),Dumped,29,,"975,551",0,1,Ebba,EbbaLove Island Sweden (Season 2)
M,Erik Karlsson,27,Katrineholm,35,Love Island Sweden (Season 2),Dumped,21,,"975,551",0,2,Erik,ErikLove Island Sweden (Season 2)
M,Jonathan Kristoffersson,28,Gothenburg,35,Love Island Sweden (Season 2),Dumped,21,,"975,551",0,3,Jonathan,JonathanLove Island Sweden (Season 2)
F,Melinda Johansson,23,Varberg,35,Love Island Sweden (Season 2),Dumped,29,,"975,551",0,1,Melinda,MelindaLove Island Sweden (Season 2)
F,Jacqueline Karlsson,26,Bromma,28,Love Island Sweden (Season 2),Dumped,21,,"975,551",0,1,Jacqueline,JacquelineLove Island Sweden (Season 2)
M,Simon Ceberg,26,Stockholm,28,Love Island Sweden (Season 2),Dumped,21,"789,024","975,551",0.8087983099,2,Simon C,Simon CLove Island Sweden (Season 2)
F,Linnea Hejll,24,VÃ¤stervik,25,Love Island Sweden (Season 2),Dumped,21,,"975,551",0,1,Linnea,LinneaLove Island Sweden (Season 2)
M,Hugo Mattsson,26,Billeberga,20,Love Island Sweden (Season 2),Dumped,10,,"975,551",0,1,Hugo,HugoLove Island Sweden (Season 2)
F,Malin StenbÃ¤ck,28,Gothenburg,20,Love Island Sweden (Season 2),Dumped,14,,"975,551",0,1,Malin,MalinLove Island Sweden (Season 2)
M,Daniel Frisinger,23,Gothenburg,19,Love Island Sweden (Season 2),Walked,,,"975,551",0,1,Daniel,DanielLove Island Sweden (Season 2)
M,Christos Mitsakis,29,Stockholm,17,Love Island Sweden (Season 2),Dumped,1,"789,024","975,551",0.8087983099,2,Christos,ChristosLove Island Sweden (Season 2)
F,Elin Ã–man,20,Kramfors,14,Love Island Sweden (Season 2),Walked,1,,"975,551",0,2,Elin,ElinLove Island Sweden (Season 2)
F,Josefin Marell,22,Ã–rebro,12,Love Island Sweden (Season 2),Dumped,6,,"975,551",0,1,Josefin,JosefinLove Island Sweden (Season 2)
M,Tobias JÃ¶nsson,22,Stockholm,12,Love Island Sweden (Season 2),Dumped,3,"789,024","975,551",0.8087983099,1,Tobias,TobiasLove Island Sweden (Season 2)
M,"Mustafa ""Musse"" Nihad",26,GÃ¤vle,8,Love Island Sweden (Season 2),Dumped,1,,"975,551",0,1,Musse,MusseLove Island Sweden (Season 2)
F,Anna-Karin Hellborg,28,Gothenburg,4,Love Island Sweden (Season 2),Dumped,1,,"975,551",0,1,Anna-Karin,Anna-KarinLove Island Sweden (Season 2)
F,Elizabeth Weber,24,New York,27,Love Island USA (Season 1),Winner,1,,"8,804,190",0,1,Elizabeth,ElizabethLove Island USA (Season 1)
M,Zac Mirabelli,22,Chicago,27,Love Island USA (Season 1),Winner,1,,"8,804,190",0,1,Zac,ZacLove Island USA (Season 1)
F,Alexandra Stewart,25,Los Angeles,27,Love Island USA (Season 1),Runner-Up,1,"3,849,000","8,804,190",0.4371782072,2,Alexandra,AlexandraLove Island USA (Season 1)
M,Dylan Curry,25,San Diego,27,Love Island USA (Season 1),Runner-Up,4,,"8,804,190",0,1,Dylan,DylanLove Island USA (Season 1)
F,Caro Viehweg,21,Los Angeles,27,Love Island USA (Season 1),Third Place,1,"3,849,000","8,804,190",0.4371782072,3,Caro,CaroLove Island USA (Season 1)
M,Ray Gantt,23,Hillside,27,Love Island USA (Season 1),Third Place,12,,"8,804,190",0,1,Ray,RayLove Island USA (Season 1)
F,Emily Salch,21,Binghamton,27,Love Island USA (Season 1),Fourth Place,18,,"8,804,190",0,1,Emily,EmilyLove Island USA (Season 1)
M,Weston Richey,25,Dallas,27,Love Island USA (Season 1),Fourth Place,1,,"8,804,190",0,4,Weston,WestonLove Island USA (Season 1)
M,Jered Youngblood,27,Lakeland,24,Love Island USA (Season 1),Dumped,18,,"8,804,190",0,1,Jered,JeredLove Island USA (Season 1)
F,Kyra Green,22,Los Angeles,24,Love Island USA (Season 1),Dumped,1,"3,849,000","8,804,190",0.4371782072,3,Kyra,KyraLove Island USA (Season 1)
F,Aissata Diallo,25,The Bronx,22,Love Island USA (Season 1),Dumped,12,,"8,804,190",0,1,Aissata,AissataLove Island USA (Season 1)
M,Yamen Sanders,24,Los Angeles,22,Love Island USA (Season 1),Dumped,1,"3,849,000","8,804,190",0.4371782072,3,Yamen,YamenLove Island USA (Season 1)
M,Anton Morrow,24,Los Angeles,20,Love Island USA (Season 1),Dumped,18,"3,849,000","8,804,190",0.4371782072,0,Anton,AntonLove Island USA (Season 1)
M,Eric Hall,27,Toronto,20,Love Island USA (Season 1),Dumped,12,"2,615,060","8,804,190",0.2970244849,1,Eric,EricLove Island USA (Season 1)
F,Kelsey Jurewicz,25,Newark,20,Love Island USA (Season 1),Walked,12,,"8,804,190",0,1,Kelsey,KelseyLove Island USA (Season 1)
F,Katrina Dimaranan,25,San Francisco,17,Love Island USA (Season 1),Dumped,7,"128,509","8,804,190",0.0145963456,2,Katrina,KatrinaLove Island USA (Season 1)
M,Cashel Barnett,27,Sacramento,17,Love Island USA (Season 1),Dumped,1,,"8,804,190",0,3,Cashel,CashelLove Island USA (Season 1)
M,Winston Hines,29,Lexington,15,Love Island USA (Season 1),Dumped,9,,"8,804,190",0,0,Winston,WinstonLove Island USA (Season 1)
F,Marli Tyndall,20,Miami,15,Love Island USA (Season 1),Dumped,12,,"8,804,190",0,0,Marli,MarliLove Island USA (Season 1)
M,George Johnson,30,Beverly Hills,15,Love Island USA (Season 1),Dumped,12,,"8,804,190",0,0,George,GeorgeLove Island USA (Season 1)
F,Christen McAllister,24,Los Angeles,11,Love Island USA (Season 1),Dumped,7,"3,849,000","8,804,190",0.4371782072,1,Christen,ChristenLove Island USA (Season 1)
M,Cormac Murphy,26,New York,11,Love Island USA (Season 1),Dumped,4,,"8,804,190",0,1,Cormac,CormacLove Island USA (Season 1)
F,Alana Morrison,21,New Haven,9,Love Island USA (Season 1),Dumped,1,,"8,804,190",0,1,Alana,AlanaLove Island USA (Season 1)
F,Mallory Santic,25,Vancouver,9,Love Island USA (Season 1),Dumped,1,"603,500","8,804,190",0.06854690778,1,Mallory,MalloryLove Island USA (Season 1)
M,Michael Yi,29,Miami,5,Love Island USA (Season 1),Dumped,1,,"8,804,190",0,1,Michael,MichaelLove Island USA (Season 1)
M,Caleb Corprew,24,Oklahoma City,40,Love Island USA (Season 2),Winner,5,,"8,804,190",0,2,Caleb,CalebLove Island USA (Season 2)
F,Justine Ndiba,27,Rockaway,40,Love Island USA (Season 2),Winner,1,,"8,804,190",0,3,Justine,JustineLove Island USA (Season 2)
F,Cely Vazquez,24,Sacramento,40,Love Island USA (Season 2),Runner-Up,1,,"8,804,190",0,2,Cely,CelyLove Island USA (Season 2)
M,Johnny Middlebrooks,22,Chesapeake,40,Love Island USA (Season 2),Runner-Up,1,,"8,804,190",0,1,Johnny,JohnnyLove Island USA (Season 2)
M,Calvin Cobb,25,Houston,40,Love Island USA (Season 2),Third Place,5,,"8,804,190",0,3,Calvin,CalvinLove Island USA (Season 2)
F,Moira Tumas,28,Brielle,40,Love Island USA (Season 2),Third Place,1,,"8,804,190",0,4,Moira,MoiraLove Island USA (Season 2)
M,Carrington Rodriguez,22,Salt Lake City,40,Love Island USA (Season 2),Fourth Place,1,,"8,804,190",0,3,Carrington,CarringtonLove Island USA (Season 2)
F,Laurel Goldman,22,Auburn,40,Love Island USA (Season 2),Fourth Place,16,,"8,804,190",0,1,Laurel,LaurelLove Island USA (Season 2)
M,Bennett Sipes,26,Baltimore,37,Love Island USA (Season 2),Dumped,26,,"8,804,190",0,2,Bennett,BennettLove Island USA (Season 2)
F,Lakeyn Call,21,Richmond,37,Love Island USA (Season 2),Dumped,29,"190,470","8,804,190",0.02163401744,1,Lakeyn,LakeynLove Island USA (Season 2)
F,Julia Hall,26,Miami,33,Love Island USA (Season 2),Dumped,29,,"8,804,190",0,0,Julia,JuliaLove Island USA (Season 2)
F,Kierstan Saulter,23,Castroville,33,Love Island USA (Season 2),Dumped,2,,"8,804,190",0,3,Kierstan,KierstanLove Island USA (Season 2)
M,Bennie Bivens,24,Barnegat,28,Love Island USA (Season 2),Dumped,26,,"8,804,190",0,0,Bennie,BennieLove Island USA (Season 2)
M,Connor Trott,23,Pittsburgh,28,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,2,Connor,ConnorLove Island USA (Season 2)
M,Noah Purvis,24,Imperial,28,Love Island USA (Season 2),Removed,26,,"8,804,190",0,0,Noah,NoahLove Island USA (Season 2)
M,Aaron Owen,26,Henderson,25,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,2,Aaron,AaronLove Island USA (Season 2)
M,Jalen Noble,27,Nashville,25,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,2,Jalen,JalenLove Island USA (Season 2)
F,Mackenzie Dipman,24,Scottsdale,25,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,3,Mackenzie,MackenzieLove Island USA (Season 2)
F,Sher Suarez,22,Miami,25,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,2,Sher,SherLove Island USA (Season 2)
M,De'Andre Heath,25,North Miami Beach,19,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,0,De'Andre,De'AndreLove Island USA (Season 2)
F,Faith Tyrell,26,Kansas City,19,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,0,Faith,FaithLove Island USA (Season 2)
F,GiNiele Reitzell,24,Paramount,19,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,0,GiNiele,GiNieleLove Island USA (Season 2)
F,Mercades Schell,26,Las Cruces,19,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,0,Mercades,MercadesLove Island USA (Season 2)
M,Mike Jenkerson,26,San Jose,19,Love Island USA (Season 2),Dumped,16,"288,054","8,804,190",0.03271783094,0,Mike,MikeLove Island USA (Season 2)
M,Pat Albasha,28,San Dimas,19,Love Island USA (Season 2),Dumped,16,,"8,804,190",0,0,Pat,PatLove Island USA (Season 2)
F,Lauren Coogan,28,Oxford,14,Love Island USA (Season 2),Dumped,10,"143,016","8,804,190",0.01624408378,1,Lauren,LaurenLove Island USA (Season 2)
M,Tre Forte,25,Boca Raton,14,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,3,Tre,TreLove Island USA (Season 2)
F,Rachel Lundell,21,Minneapolis,12,Love Island USA (Season 2),Dumped,2,,"8,804,190",0,2,Rachel,RachelLove Island USA (Season 2)
M,James McCool,27,Winchester,9,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,1,James,JamesLove Island USA (Season 2)
M,Jeremiah White,22,De Kalb,9,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,2,Jeremiah,JeremiahLove Island USA (Season 2)
F,Kaitlynn Anderson,27,Lapeer,5,Love Island USA (Season 2),Dumped,1,,"8,804,190",0,1,Kaitlynn,KaitlynnLove Island USA (Season 2)
M,Korey Gandy,28,Virginia Beach,40,Love Island USA (Season 3),Winner,1,,"8,804,190",0,6,Korey,KoreyLove Island USA (Season 3)
F,Olivia Kaiser,28,Anchorage,40,Love Island USA (Season 3),Winner,1,,"8,804,190",0,2,Olivia,OliviaLove Island USA (Season 3)
F,Kyra Lizama,23,Honolulu,40,Love Island USA (Season 3),Runner-Up,1,,"8,804,190",0,2,Kyra,KyraLove Island USA (Season 3)
M,Will Moncada,26,Colombia,40,Love Island USA (Season 3),Runner-Up,1,,"8,804,190",0,1,Will,WillLove Island USA (Season 3)
F,Bailey Marshall,23,Portland,40,Love Island USA (Season 3),Third Place,26,,"8,804,190",0,1,Bailey,BaileyLove Island USA (Season 3)
M,Jeremy Hershberg,27,New York,40,Love Island USA (Season 3),Third Place,1,,"8,804,190",0,5,Jeremy,JeremyLove Island USA (Season 3)
F,Alana Paolucci,28,New York,40,Love Island USA (Season 3),Fourth Place,26,,"8,804,190",0,1,Alana,AlanaLove Island USA (Season 3)
M,Charlie Lynch,30,Houston,40,Love Island USA (Season 3),Fourth Place,19,,"8,804,190",0,2,Charlie,CharlieLove Island USA (Season 3)
M,Andre Brunelli,28,Miami,38,Love Island USA (Season 3),Dumped,30,,"8,804,190",0,1,Andre,AndreLove Island USA (Season 3)
F,Trina Njoroge,24,Hacienda Heights,38,Love Island USA (Season 3),Dumped,1,,"8,804,190",0,4,Trina,TrinaLove Island USA (Season 3)
F,Elly Steffen,22,Chicago,34,Love Island USA (Season 3),Dumped,26,,"8,804,190",0,1,Elly,EllyLove Island USA (Season 3)
M,K-Ci Maultsby,27,San Jose,34,Love Island USA (Season 3),Dumped,30,"288,054","8,804,190",0.03271783094,1,K-Ci,K-CiLove Island USA (Season 3)
F,Cashay Proudfoot,25,Brooklyn,32,Love Island USA (Season 3),Dumped,1,,"8,804,190",0,5,Cashay,CashayLove Island USA (Season 3)
M,Josh Goldstein,24,Haverhill,31,Love Island USA (Season 3),Walked,1,,"8,804,190",0,1,Josh,JoshLove Island USA (Season 3)
F,Shannon St. Clair,24,Bucks County,31,Love Island USA (Season 3),Walked,1,,"8,804,190",0,1,Shannon,ShannonLove Island USA (Season 3)
F,Genevieve Shawcross,22,West Chester,25,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,1,Genevieve,GenevieveLove Island USA (Season 3)
M,Cinco Holland Jr.,25,Ashburn,25,Love Island USA (Season 3),Dumped,1,,"8,804,190",0,2,Cinco,CincoLove Island USA (Season 3)
F,Leslie Golden,24,Redwater,24,Love Island USA (Season 3),Removed,19,,"8,804,190",0,1,Leslie,LeslieLove Island USA (Season 3)
F,Flo Mueller,26,Miami,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Flo,FloLove Island USA (Season 3)
F,Isabel Johnson,21,Minneapolis,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Isabel,IsabelLove Island USA (Season 3)
F,Kay Taylor,24,Calabasas,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Kay,KayLove Island USA (Season 3)
M,Andrew Phillips,28,Fort Lauderdale,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Andrew,AndrewLove Island USA (Season 3)
M,Gabe Sadowsky,27,Nashua,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Gabe,GabeLove Island USA (Season 3)
M,Kamryn Mickens-Bennett,25,Summit,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Kam,KamLove Island USA (Season 3)
M,Raul Frias,24,Hialeah,22,Love Island USA (Season 3),Dumped,19,,"8,804,190",0,0,Raul,RaulLove Island USA (Season 3)
M,Javonny Vega,26,Boca Raton,17,Love Island USA (Season 3),Dumped,1,,"8,804,190",0,1,Javonny,JavonnyLove Island USA (Season 3)
M,Wes Ogsbury,24,Denver,17,Love Island USA (Season 3),Dumped,12,,"8,804,190",0,1,Wes,WesLove Island USA (Season 3)
F,Aimee Flores,26,Los Angeles,17,Love Island USA (Season 3),Dumped,3,"3,849,000","8,804,190",0.4371782072,2,Aimee,AimeeLove Island USA (Season 3)
F,Florita Diaz,27,Miami,17,Love Island USA (Season 3),Dumped,8,,"8,804,190",0,2,Florita,FloritaLove Island USA (Season 3)
M,Isaiah Harmison,25,Houston,15,Love Island USA (Season 3),Dumped,6,,"8,804,190",0,1,Isaiah,IsaiahLove Island USA (Season 3)
M,Slade Parker,27,Rome,14,Love Island USA (Season 3),Walked,12,,"8,804,190",0,0,Slade,SladeLove Island USA (Season 3)
F,Lei-Yen Rapp,28,Houston,11,Love Island USA (Season 3),Dumped,8,,"8,804,190",0,0,Lei-Yen,Lei-YenLove Island USA (Season 3)
F,Roxy Ahmad,24,London,11,Love Island USA (Season 3),Dumped,8,"366,150","8,804,190",0.04158815291,0,Roxy,RoxyLove Island USA (Season 3)
M,Christian Longnecker,24,Oahu,5,Love Island USA (Season 3),Dumped,1,,"8,804,190",0,1,Christian,ChristianLove Island USA (Season 3)
M,Timmy Pandolfi,29,Los Angeles,32,Love Island USA (Season 4),Winner,1,"3,849,000","8,804,190",0.4371782072,2,Timmy,TimmyLove Island USA (Season 4)
F,Zeta Morrison,29,Surrey,32,Love Island USA (Season 4),Winner,1,"468,250","8,804,190",0.05318490401,2,Zeta,ZetaLove Island USA (Season 4)
M,Isaiah Campbell,21,Delray,32,Love Island USA (Season 4),Runner-Up,1,,"8,804,190",0,3,Isaiah,IsaiahLove Island USA (Season 4)
F,Sydney Paight,22,Los Angeles,32,Love Island USA (Season 4),Runner-Up,1,"3,849,000","8,804,190",0.4371782072,2,Sydney,SydneyLove Island USA (Season 4)
F,Deb Chubb,26,Redondo Beach,32,Love Island USA (Season 4),Third Place,1,,"8,804,190",0,2,Deb,DebLove Island USA (Season 4)
M,Jesse Bray,27,Houston,32,Love Island USA (Season 4),Third Place,1,,"8,804,190",0,1,Jesse,JesseLove Island USA (Season 4)
M,Jeff Christian,25,Cincinnati,31,Love Island USA (Season 4),Walked,8,,"8,804,190",0,3,Jeff,JeffLove Island USA (Season 4)
F,Nadjha Day,23,Atlanta,31,Love Island USA (Season 4),Walked,12,,"8,804,190",0,2,Nadjha,NadjhaLove Island USA (Season 4)
F,Phoebe Siegel,21,Bedford Hills,30,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,2,Phoebe,PhoebeLove Island USA (Season 4)
M,Chad Robinson,23,Clarkston,30,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,2,Chad,ChadLove Island USA (Season 4)
M,Mackenzie Dipman 2,25,Scottsdale,28,Love Island USA (Season 4),Walked,23,,"8,804,190",0,1,Mackenzie,MackenzieLove Island USA (Season 4)
M,Joel Bierwert,27,Northampton,28,Love Island USA (Season 4),Dumped,21,"197,199","8,804,190",0.02239831262,1,Joel,JoelLove Island USA (Season 4)
F,Courtney Boerner,24,Los Angeles,24,Love Island USA (Season 4),Dumped,1,"3,849,000","8,804,190",0.4371782072,4,Courtney,CourtneyLove Island USA (Season 4)
F,Katherine Gibson,21,Manassas,22,Love Island USA (Season 4),Walked,12,,"8,804,190",0,1,Kat,KatLove Island USA (Season 4)
F,Chanse Corbi,21,Los Angeles,22,Love Island USA (Season 4),Dumped,16,"3,849,000","8,804,190",0.4371782072,1,Chanse,ChanseLove Island USA (Season 4)
M,Jared Hassim,23,Los Angeles,22,Love Island USA (Season 4),Dumped,12,"3,849,000","8,804,190",0.4371782072,2,Jared,JaredLove Island USA (Season 4)
F,Bella Barbaro,22,Long Island,22,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,1,Bella,BellaLove Island USA (Season 4)
M,Chazz Bryant 1,21,Clifton,22,Love Island USA (Season 4),Dumped,6,,"8,804,190",0,3,Chazz,ChazzLove Island USA (Season 4)
M,Nic Birchall,22,Caracas,21,Love Island USA (Season 4),Walked,16,"2,104,423","8,804,190",0.2390251687,1,Nic,NicLove Island USA (Season 4)
M,Kyle Fraser,29,Buffalo,20,Love Island USA (Season 4),Walked,16,,"8,804,190",0,1,Kyle,KyleLove Island USA (Season 4)
F,Avery Grooms,24,Fresno,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Avery,AveryLove Island USA (Season 4)
F,Gabby Kiszka,23,Westwood,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Gabby,GabbyLove Island USA (Season 4)
M,Jordan Morello,28,Plantation,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Jordan,JordanLove Island USA (Season 4)
M,Sam Kornse,24,Phillipsburg,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Sam,SamLove Island USA (Season 4)
F,Tigerlily Cooley,24,Seattle,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Tigerlily,TigerlilyLove Island USA (Season 4)
M,Tre Watson,26,Corona,19,Love Island USA (Season 4),Dumped,16,,"8,804,190",0,0,Tre,TreLove Island USA (Season 4)
F,Mady McLanahan,26,Dallas,15,Love Island USA (Season 4),Walked,1,,"8,804,190",0,3,Mady,MadyLove Island USA (Season 4)
M,Bryce Fins,30,San Diego,15,Love Island USA (Season 4),Dumped,8,,"8,804,190",0,1,Bryce,BryceLove Island USA (Season 4)
F,Sereniti Springs,28,New Orleans,13,Love Island USA (Season 4),Dumped,1,,"8,804,190",0,3,Sereniti,SerenitiLove Island USA (Season 4)
F,Bria Bryant 1,24,Clifton,11,Love Island USA (Season 4),Dumped,6,,"8,804,190",0,1,Bria,BriaLove Island USA (Season 4)
M,Andy Voyen,23,Minneapolis,11,Love Island USA (Season 4),Dumped,1,,"8,804,190",0,3,Andy,AndyLove Island USA (Season 4)
M,Felipe Gomes,32,SÃ£o Paulo,9,Love Island USA (Season 4),Dumped,1,,"8,804,190",0,2,Felipe,FelipeLove Island USA (Season 4)
M,Tyler Radziszewski,23,Cleveland,7,Love Island USA (Season 4),Dumped,4,,"8,804,190",0,1,Tyler,TylerLove Island USA (Season 4)
F,Valerie Bragg,23,San JosÃ©,5,Love Island USA (Season 4),Dumped,1,,"8,804,190",0,0,Valerie,ValerieLove Island USA (Season 4)
M,Austen Bugeja,22,Sydney,30,Love Island Austrailia (Season 4),Winner,1,"4,293,416","4,627,345",0.9278357244,2,Austen,AustenLove Island Austrailia (Season 4)
F,Claudia Bonifazio,23,Adelaide,30,Love Island Austrailia (Season 4),Winner,1,"1,250,795","4,627,345",0.2703051102,2,Claudia,ClaudiaLove Island Austrailia (Season 4)
M,Callum Hole,24,Brisbane,30,Love Island Austrailia (Season 4),Runner-Up,2,"2,099,328","4,627,345",0.4536787294,3,Callum,CallumLove Island Austrailia (Season 4)
F,Madeline Wilcox 1,25,Melbourne,30,Love Island Austrailia (Season 4),Runner-Up,23,"4,086,734","4,627,345",0.8831703709,1,Madeline,MadelineLove Island Austrailia (Season 4)
M,Mitch Eliot,25,Sydney,30,Love Island Austrailia (Season 4),Runner-Up,1,"4,293,416","4,627,345",0.9278357244,1,Mitch E,Mitch ELove Island Austrailia (Season 4)
F,Phoebe Spiller,22,Sydney,30,Love Island Austrailia (Season 4),Runner-Up,1,"4,293,416","4,627,345",0.9278357244,1,Phoebe S,Phoebe SLove Island Austrailia (Season 4)
M,Al Perkins,26,Sydney,29,Love Island Austrailia (Season 4),Dumped,8,"4,293,416","4,627,345",0.9278357244,1,Al,AlLove Island Austrailia (Season 4)
F,Jess Losurdo,26,Sydney,29,Love Island Austrailia (Season 4),Dumped,1,"4,293,416","4,627,345",0.9278357244,2,Jess,JessLove Island Austrailia (Season 4)
M,Mitch Hibberd 2,25,Adelaide,28,Love Island Austrailia (Season 4),Dumped,19,"1,250,795","4,627,345",0.2703051102,2,Mitch H,Mitch HLove Island Austrailia (Season 4)
F,Tina Provis 2,26,Sydney,28,Love Island Austrailia (Season 4),Dumped,20,"4,293,416","4,627,345",0.9278357244,2,Tina,TinaLove Island Austrailia (Season 4)
M,Hugh Wilcox 1,25,Melbourne,27,Love Island Austrailia (Season 4),Dumped,23,"4,086,734","4,627,345",0.8831703709,1,Hugh,HughLove Island Austrailia (Season 4)
F,Stella Hutcheon,24,Brisbane,27,Love Island Austrailia (Season 4),Dumped,1,"2,099,328","4,627,345",0.4536787294,5,Stella,StellaLove Island Austrailia (Season 4)
